Genes	KOG
Glyma.12G194200	P
Glyma.13G233400	E
Glyma.13G233400	T
Glyma.13G233400	P
Glyma.06G233900	E
Glyma.06G233900	T
Glyma.06G233900	P
Glyma.06G016000	E
Glyma.06G016000	T
Glyma.06G016000	P
Glyma.12G194100	E
Glyma.12G194100	T
Glyma.12G194100	P
Glyma.14G083200	E
Glyma.14G083200	T
Glyma.14G083200	P
Glyma.07G226500	E
Glyma.07G226500	T
Glyma.07G226500	P
Glyma.16G111700	E
Glyma.16G111700	T
Glyma.16G111700	P
Glyma.07G203700	E
Glyma.07G203700	T
Glyma.07G203700	P
Glyma.13G233000	E
Glyma.13G233000	T
Glyma.13G233000	P
Glyma.01G157900	E
Glyma.01G157900	T
Glyma.01G157900	P
Glyma.12G099500	E
Glyma.12G099500	T
Glyma.12G099500	P
Glyma.13G272400	E
Glyma.13G272400	T
Glyma.13G272400	P
Glyma.13G233300	E
Glyma.13G233300	T
Glyma.13G233300	P
Glyma.07G226400	E
Glyma.07G226400	T
Glyma.07G226400	P
Glyma.11G087100	E
Glyma.11G087100	T
Glyma.11G087100	P
Glyma.13G308500	E
Glyma.13G308500	T
Glyma.13G308500	P
Glyma.06G234000	E
Glyma.06G234000	T
Glyma.06G234000	P
Glyma.09G197200	E
Glyma.09G197200	T
Glyma.09G197200	P
Glyma.16G061600	E
Glyma.16G061600	T
Glyma.16G061600	P
Glyma.13G308400	E
Glyma.13G308400	T
Glyma.13G308400	P
Glyma.09G197400	E
Glyma.09G197400	T
Glyma.09G197400	P
Glyma.06G305000	E
Glyma.06G305000	T
Glyma.06G305000	P
Glyma.14G001100	E
Glyma.14G001100	T
Glyma.14G001100	P
Glyma.06G233600	E
Glyma.06G233600	T
Glyma.06G233600	P
Glyma.13G172100	E
Glyma.13G172100	T
Glyma.13G172100	P
Glyma.09G197100	E
Glyma.09G197100	T
Glyma.09G197100	P
Glyma.16G061800	E
Glyma.16G061800	T
Glyma.16G061800	P
Glyma.04G016000	E
Glyma.04G016000	T
Glyma.04G016000	P
Glyma.04G123900	G
Glyma.19G252800	J
Glyma.12G076900	J
Glyma.17G102000	J
Glyma.11G145000	J
Glyma.17G169500	J
Glyma.09G261100	J
Glyma.18G230900	J
Glyma.01G145400	J
Glyma.09G193300	J
Glyma.19G001300	J
Glyma.01G153100	U
Glyma.03G224300	K
Glyma.11G067000	K
Glyma.03G219800	K
Glyma.02G012100	K
Glyma.12G102400	K
Glyma.12G102400	B
Glyma.12G196800	K
Glyma.12G196800	B
Glyma.13G305000	K
Glyma.13G305000	B
Glyma.06G301900	K
Glyma.06G301900	B
Glyma.04G125500	B
Glyma.04G125500	K
Glyma.02G060500	B
Glyma.02G060500	K
Glyma.13G186800	B
Glyma.13G186800	K
Glyma.01G147300	B
Glyma.01G147300	K
Glyma.11G038000	B
Glyma.11G038000	K
Glyma.13G166000	B
Glyma.13G166000	K
Glyma.15G224400	B
Glyma.15G224400	K
Glyma.01G204900	B
Glyma.01G204900	K
Glyma.09G194500	B
Glyma.09G194500	K
Glyma.13G126600	B
Glyma.13G126600	K
Glyma.03G119900	B
Glyma.03G119900	K
Glyma.16G143100	B
Glyma.16G143100	K
Glyma.19G124100	B
Glyma.19G124100	K
Glyma.07G157400	B
Glyma.07G157400	K
Glyma.10G165500	B
Glyma.10G165500	K
Glyma.19G103550	B
Glyma.19G103550	K
Glyma.16G047800	B
Glyma.16G047800	K
Glyma.20G160600	B
Glyma.20G160600	K
Glyma.03G249800	B
Glyma.03G249800	K
Glyma.19G167900	B
Glyma.19G167900	K
Glyma.20G227500	B
Glyma.20G227500	K
Glyma.01G180100	B
Glyma.01G180100	K
Glyma.16G207200	B
Glyma.16G207200	K
Glyma.03G166800	B
Glyma.03G166800	K
Glyma.11G062100	B
Glyma.11G062100	K
Glyma.20G069300	B
Glyma.20G069300	K
Glyma.20G005400	B
Glyma.20G005400	K
Glyma.09G156500	B
Glyma.09G156500	K
Glyma.16G100200	B
Glyma.16G100200	K
Glyma.10G040100	B
Glyma.10G040100	K
Glyma.18G285900	R
Glyma.04G081100	U
Glyma.17G191000	U
Glyma.13G036000	U
Glyma.06G082800	U
Glyma.04G243600	U
Glyma.09G278600	U
Glyma.19G165000	U
Glyma.03G163600	U
Glyma.18G210100	U
Glyma.06G119700	U
Glyma.20G173300	S
Glyma.10G218300	S
Glyma.20G189100	R
Glyma.10G201300	R
Glyma.09G059200	U
Glyma.15G165500	U
Glyma.17G059700	U
Glyma.13G100200	U
Glyma.11G125000	U
Glyma.13G159100	U
Glyma.07G258900	F
Glyma.13G206500	F
Glyma.15G106200	F
Glyma.15G073500	D
Glyma.15G073500	R
Glyma.14G083900	O
Glyma.04G003600	O
Glyma.01G029500	O
Glyma.02G035800	O
Glyma.15G256500	O
Glyma.07G223100	O
Glyma.08G170400	O
Glyma.05G068400	O
Glyma.01G203300	O
Glyma.12G033400	O
Glyma.17G150900	O
Glyma.11G039700	O
Glyma.15G219400	O
Glyma.09G019900	O
Glyma.11G091300	O
Glyma.15G126400	O
Glyma.06G003500	O
Glyma.17G241100	O
Glyma.20G022400	O
Glyma.19G040100	R
Glyma.13G049900	R
Glyma.10G047800	R
Glyma.04G173500	S
Glyma.04G223500	K
Glyma.06G141700	K
Glyma.18G027600	S
Glyma.11G229600	S
Glyma.20G065200	R
Glyma.13G004000	R
Glyma.01G238700	R
Glyma.11G004900	R
Glyma.09G140300	R
Glyma.20G157300	R
Glyma.16G194100	R
Glyma.10G237000	R
Glyma.19G064800	R
Glyma.01G113000	M
Glyma.01G113000	I
Glyma.01G113000	O
Glyma.07G146400	M
Glyma.07G146400	I
Glyma.07G146400	O
Glyma.03G078300	M
Glyma.03G078300	I
Glyma.03G078300	O
Glyma.04G121300	I
Glyma.04G121300	T
Glyma.06G317600	I
Glyma.06G317600	T
Glyma.15G067800	I
Glyma.15G067800	T
Glyma.18G238500	I
Glyma.18G238500	T
Glyma.05G000200	I
Glyma.05G000200	T
Glyma.19G000300	I
Glyma.19G000300	T
Glyma.05G164100	T
Glyma.05G164100	I
Glyma.08G121300	T
Glyma.08G121300	I
Glyma.13G153600	C
Glyma.13G153600	U
Glyma.19G194700	P
Glyma.08G142700	P
Glyma.05G184700	P
Glyma.03G195000	P
Glyma.06G265900	L
Glyma.07G138700	L
Glyma.17G122200	L
Glyma.13G366700	L
Glyma.07G029100	L
Glyma.15G006500	L
Glyma.17G167500	L
Glyma.13G160000	L
Glyma.13G159800	L
Glyma.19G103700	L
Glyma.15G209800	L
Glyma.09G099400	L
Glyma.02G167100	L
Glyma.08G097600	L
Glyma.16G204200	L
Glyma.08G310300	L
Glyma.12G105500	L
Glyma.03G093900	L
Glyma.05G013900	L
Glyma.17G111500	L
Glyma.18G105600	L
Glyma.14G030100	A
Glyma.02G301000	A
Glyma.04G116700	R
Glyma.06G320100	R
Glyma.01G245200	A
Glyma.16G122300	R
Glyma.04G048800	R
Glyma.15G091600	R
Glyma.14G090700	R
Glyma.17G232235	R
Glyma.13G220900	R
Glyma.02G044800	R
Glyma.17G128500	A
Glyma.04G194600	A
Glyma.06G171400	A
Glyma.11G153500	A
Glyma.07G132300	O
Glyma.18G181200	O
Glyma.07G037600	K
Glyma.10G070700	K
Glyma.13G152882	K
Glyma.13G312400	O
Glyma.12G189400	O
Glyma.13G100100	O
Glyma.07G050200	O
Glyma.17G059800	O
Glyma.18G239500	O
Glyma.13G149900	E
Glyma.10G065100	E
Glyma.06G074900	E
Glyma.01G229200	T
Glyma.13G119600	T
Glyma.17G063000	C
Glyma.17G114700	P
Glyma.10G261900	P
Glyma.03G032400	P
Glyma.04G067400	P
Glyma.13G166800	P
Glyma.13G061700	P
Glyma.04G147600	P
Glyma.20G129000	P
Glyma.01G135500	P
Glyma.06G069000	P
Glyma.02G130200	U
Glyma.20G032400	U
Glyma.01G146100	T
Glyma.06G084300	T
Glyma.17G195900	T
Glyma.04G082900	T
Glyma.12G116400	T
Glyma.06G087500	T
Glyma.15G171500	T
Glyma.08G201600	T
Glyma.10G294200	T
Glyma.19G019840	T
Glyma.20G244000	T
Glyma.18G300100	T
Glyma.20G153100	T
Glyma.04G085900	T
Glyma.16G041500	T
Glyma.08G361700	T
Glyma.10G241200	T
Glyma.07G016100	T
Glyma.04G086000	T
Glyma.07G115800	L
Glyma.03G109300	L
Glyma.04G143000	I
Glyma.04G143000	T
Glyma.05G229900	P
Glyma.11G006900	P
Glyma.01G236300	P
Glyma.09G191600	P
Glyma.07G085300	P
Glyma.08G037400	P
Glyma.15G096000	O
Glyma.15G096000	D
Glyma.13G216500	O
Glyma.13G216500	D
Glyma.15G207200	I
Glyma.08G329700	I
Glyma.06G031600	I
Glyma.20G159300	I
Glyma.06G171900	I
Glyma.10G197800	I
Glyma.19G075800	I
Glyma.11G198300	I
Glyma.13G342600	I
Glyma.08G204300	I
Glyma.04G031500	I
Glyma.20G192100	I
Glyma.15G031700	I
Glyma.05G075100	I
Glyma.10G197900	I
Glyma.12G054767	I
Glyma.07G019100	I
Glyma.11G083800	I
Glyma.11G194500	I
Glyma.09G138100	I
Glyma.11G209681	I
Glyma.13G372000	I
Glyma.18G044900	I
Glyma.18G076900	I
Glyma.13G095600	I
Glyma.14G223200	I
Glyma.15G130500	I
Glyma.09G024500	I
Glyma.18G212600	O
Glyma.18G212600	M
Glyma.03G131800	O
Glyma.03G131800	M
Glyma.01G001800	T
Glyma.01G001900	T
Glyma.16G034900	T
Glyma.10G098400	T
Glyma.08G255300	T
Glyma.02G024400	T
Glyma.20G170900	T
Glyma.01G155600	T
Glyma.10G100600	T
Glyma.08G256200	T
Glyma.14G046200	T
Glyma.16G037500	T
Glyma.01G004800	T
Glyma.08G257700	T
Glyma.09G151700	T
Glyma.18G254000	T
Glyma.18G254300	T
Glyma.13G206300	T
Glyma.01G007400	T
Glyma.01G007500	T
Glyma.18G254600	T
Glyma.18G254700	T
Glyma.02G032200	T
Glyma.08G308900	T
Glyma.14G187900	T
Glyma.10G109200	T
Glyma.03G202000	T
Glyma.08G066100	T
Glyma.06G141100	T
Glyma.18G255600	T
Glyma.08G266100	T
Glyma.14G190700	T
Glyma.06G142500	T
Glyma.12G094200	T
Glyma.12G233300	T
Glyma.11G139700	T
Glyma.02G269600	T
Glyma.09G272300	T
Glyma.09G272900	T
Glyma.17G149900	T
Glyma.01G013500	T
Glyma.20G072500	T
Glyma.05G052700	T
Glyma.06G145500	T
Glyma.16G047100	T
Glyma.16G047300	T
Glyma.12G235900	T
Glyma.06G147600	T
Glyma.13G212600	T
Glyma.17G047900	T
Glyma.07G213900	T
Glyma.08G275400	T
Glyma.18G016400	T
Glyma.11G039300	T
Glyma.18G267000	T
Glyma.20G078100	T
Glyma.12G103700	T
Glyma.08G278700	T
Glyma.12G104100	T
Glyma.16G052200	T
Glyma.01G020100	T
Glyma.18G269300	T
Glyma.13G216100	T
Glyma.03G090200	T
Glyma.09G024700	T
Glyma.08G283300	T
Glyma.01G022400	T
Glyma.01G022600	T
Glyma.11G043800	T
Glyma.06G155500	T
Glyma.11G044100	T
Glyma.18G271000	T
Glyma.18G271100	T
Glyma.18G271300	T
Glyma.16G059700	T
Glyma.08G286600	T
Glyma.16G179600	T
Glyma.04G063100	T
Glyma.17G166200	T
Glyma.18G272700	T
Glyma.18G272800	T
Glyma.12G114100	T
Glyma.01G027100	T
Glyma.01G028100	T
Glyma.20G093200	T
Glyma.01G028700	T
Glyma.14G206200	T
Glyma.16G064100	T
Glyma.16G064200	T
Glyma.16G064401	T
Glyma.05G067800	T
Glyma.16G064900	T
Glyma.16G065000	T
Glyma.01G030200	T
Glyma.16G065400	T
Glyma.01G179100	T
Glyma.05G070700	T
Glyma.08G296400	T
Glyma.18G278200	T
Glyma.01G034100	T
Glyma.13G228000	T
Glyma.13G228300	T
Glyma.08G297400	T
Glyma.08G297900	T
Glyma.13G228700	T
Glyma.18G280200	T
Glyma.07G234300	T
Glyma.05G075800	T
Glyma.07G234500	T
Glyma.14G212100	T
Glyma.10G012000	T
Glyma.05G206300	T
Glyma.06G064400	T
Glyma.05G128200	T
Glyma.14G214700	T
Glyma.18G282100	T
Glyma.10G253800	T
Glyma.08G302900	T
Glyma.14G216100	T
Glyma.06G171700	T
Glyma.13G032100	T
Glyma.02G175500	T
Glyma.18G284100	T
Glyma.01G042400	T
Glyma.02G177000	T
Glyma.13G235000	T
Glyma.18G039400	T
Glyma.13G033200	T
Glyma.01G043700	T
Glyma.01G044100	T
Glyma.13G033500	T
Glyma.16G078800	T
Glyma.16G078900	T
Glyma.05G085500	T
Glyma.16G079200	T
Glyma.08G307300	T
Glyma.08G307400	T
Glyma.12G140200	T
Glyma.12G140300	T
Glyma.13G035700	T
Glyma.12G140400	T
Glyma.12G140800	T
Glyma.11G205200	T
Glyma.08G065800	T
Glyma.17G196300	T
Glyma.15G038000	T
Glyma.09G055400	T
Glyma.12G142200	T
Glyma.12G142300	T
Glyma.18G294800	T
Glyma.12G142800	T
Glyma.20G118300	T
Glyma.12G143000	T
Glyma.08G313600	T
Glyma.12G143200	T
Glyma.12G143900	T
Glyma.12G144100	T
Glyma.12G144400	T
Glyma.05G097400	T
Glyma.12G144800	T
Glyma.12G145300	T
Glyma.12G145400	T
Glyma.05G099900	T
Glyma.05G100000	T
Glyma.20G120700	T
Glyma.12G148200	T
Glyma.13G248900	T
Glyma.02G197000	T
Glyma.13G249200	T
Glyma.13G249000	T
Glyma.13G249300	T
Glyma.03G241600	T
Glyma.16G096900	T
Glyma.16G202200	T
Glyma.05G222700	T
Glyma.09G062500	T
Glyma.07G015300	T
Glyma.17G211200	T
Glyma.09G063200	T
Glyma.01G062900	T
Glyma.16G205100	T
Glyma.05G110400	T
Glyma.12G160500	T
Glyma.15G015100	T
Glyma.16G101800	T
Glyma.17G214100	T
Glyma.17G214200	T
Glyma.17G214400	T
Glyma.02G206300	T
Glyma.17G214600	T
Glyma.17G214700	T
Glyma.02G207400	T
Glyma.01G071700	T
Glyma.17G215900	T
Glyma.07G136900	T
Glyma.09G215700	T
Glyma.03G247800	T
Glyma.10G040500	T
Glyma.17G218500	T
Glyma.16G106800	T
Glyma.20G129200	T
Glyma.05G119500	T
Glyma.05G119600	T
Glyma.17G219200	T
Glyma.13G053900	T
Glyma.12G168400	T
Glyma.15G021300	T
Glyma.15G021400	T
Glyma.15G021700	T
Glyma.11G085300	T
Glyma.06G211600	T
Glyma.03G253800	T
Glyma.02G212000	T
Glyma.19G010700	T
Glyma.06G215600	T
Glyma.13G373000	T
Glyma.15G023200	T
Glyma.12G172700	T
Glyma.07G029600	T
Glyma.01G093100	T
Glyma.17G224300	T
Glyma.12G175300	T
Glyma.08G333200	T
Glyma.05G126400	T
Glyma.20G137400	T
Glyma.12G176500	T
Glyma.20G137700	T
Glyma.20G137900	T
Glyma.01G098400	T
Glyma.16G117200	T
Glyma.16G117400	T
Glyma.01G150700	T
Glyma.20G138700	T
Glyma.20G138800	T
Glyma.01G101000	T
Glyma.20G138900	T
Glyma.20G139000	T
Glyma.20G139100	T
Glyma.20G139200	T
Glyma.20G139300	T
Glyma.16G119800	T
Glyma.20G139500	T
Glyma.08G340300	T
Glyma.16G122100	T
Glyma.05G134800	T
Glyma.20G139900	T
Glyma.20G140100	T
Glyma.20G140200	T
Glyma.20G140400	T
Glyma.08G134600	T
Glyma.05G136900	T
Glyma.20G140600	T
Glyma.20G140700	T
Glyma.20G173000	T
Glyma.14G013300	T
Glyma.09G099100	T
Glyma.08G004200	T
Glyma.06G238700	T
Glyma.05G139500	T
Glyma.19G033100	T
Glyma.10G228900	T
Glyma.02G229500	T
Glyma.13G275100	T
Glyma.15G189200	T
Glyma.12G190200	T
Glyma.15G038600	T
Glyma.13G079100	T
Glyma.U027000	T
Glyma.19G036600	T
Glyma.01G117900	T
Glyma.01G118350	T
Glyma.01G118800	T
Glyma.01G118900	T
Glyma.16G130400	T
Glyma.05G144400	T
Glyma.19G039100	T
Glyma.03G032300	T
Glyma.06G110700	T
Glyma.08G352100	T
Glyma.08G352200	T
Glyma.08G352300	T
Glyma.11G105000	T
Glyma.04G012800	T
Glyma.04G012900	T
Glyma.02G237000	T
Glyma.02G237300	T
Glyma.06G256700	T
Glyma.12G198000	T
Glyma.12G198100	T
Glyma.12G198600	T
Glyma.08G354900	T
Glyma.08G355000	T
Glyma.01G125200	T
Glyma.08G355200	T
Glyma.08G355300	T
Glyma.01G125800	T
Glyma.05G150800	T
Glyma.13G283400	T
Glyma.13G284100	T
Glyma.16G140700	T
Glyma.09G121700	T
Glyma.08G357400	T
Glyma.02G242700	T
Glyma.06G261000	T
Glyma.06G261100	T
Glyma.08G360600	T
Glyma.11G220900	T
Glyma.12G206800	T
Glyma.03G180600	T
Glyma.20G156700	T
Glyma.01G133300	T
Glyma.06G262000	T
Glyma.06G262100	T
Glyma.16G144000	T
Glyma.02G246000	T
Glyma.06G262700	T
Glyma.15G052900	T
Glyma.13G097300	T
Glyma.09G133000	T
Glyma.02G247600	T
Glyma.08G020800	T
Glyma.11G118200	T
Glyma.05G158800	T
Glyma.05G159200	T
Glyma.12G211800	T
Glyma.07G188800	T
Glyma.20G160900	T
Glyma.19G062300	T
Glyma.03G054900	T
Glyma.02G011400	T
Glyma.19G063800	T
Glyma.08G123800	T
Glyma.06G017500	T
Glyma.05G162800	T
Glyma.20G162300	T
Glyma.13G294100	T
Glyma.08G124800	T
Glyma.09G003100	T
Glyma.18G246400	T
Glyma.08G027100	T
Glyma.13G104300	T
Glyma.12G216000	T
Glyma.13G296300	T
Glyma.08G027500	T
Glyma.10G091400	T
Glyma.05G166700	T
Glyma.19G070600	T
Glyma.10G220700	T
Glyma.02G019500	T
Glyma.13G300000	T
Glyma.16G156100	T
Glyma.14G077700	T
Glyma.01G151100	T
Glyma.09G007200	T
Glyma.02G257300	T
Glyma.20G169000	T
Glyma.16G157400	T
Glyma.13G303400	T
Glyma.05G170600	T
Glyma.05G041300	T
Glyma.19G074900	T
Glyma.13G032700	T
Glyma.01G187300	T
Glyma.13G110700	T
Glyma.15G177900	T
Glyma.13G111800	T
Glyma.02G261400	T
Glyma.09G048300	T
Glyma.06G068100	T
Glyma.12G225800	T
Glyma.09G151400	T
Glyma.20G054500	T
Glyma.20G212800	T
Glyma.04G042400	T
Glyma.02G263900	T
Glyma.09G152400	T
Glyma.05G177500	T
Glyma.15G069500	T
Glyma.09G154600	T
Glyma.13G035900	T
Glyma.08G065500	T
Glyma.09G014900	T
Glyma.06G288600	T
Glyma.05G214300	T
Glyma.15G001500	T
Glyma.15G072200	T
Glyma.12G231800	T
Glyma.11G139200	T
Glyma.11G139300	T
Glyma.12G233000	T
Glyma.12G233100	T
Glyma.18G125800	T
Glyma.02G269200	T
Glyma.02G036500	T
Glyma.03G079500	T
Glyma.15G074600	T
Glyma.02G037100	T
Glyma.09G018800	T
Glyma.09G018900	T
Glyma.07G085600	T
Glyma.17G150600	T
Glyma.14G057400	T
Glyma.15G078200	T
Glyma.18G134100	T
Glyma.20G181100	T
Glyma.05G220900	T
Glyma.17G153400	T
Glyma.14G059100	T
Glyma.04G053100	T
Glyma.18G137600	T
Glyma.10G121530	T
Glyma.01G168100	T
Glyma.02G274500	T
Glyma.11G144800	T
Glyma.19G104600	T
Glyma.13G127100	T
Glyma.04G056200	T
Glyma.15G083800	T
Glyma.06G300600	T
Glyma.13G324000	T
Glyma.18G269400	T
Glyma.03G090500	T
Glyma.09G024900	T
Glyma.15G206400	T
Glyma.18G270100	T
Glyma.12G240300	T
Glyma.07G093000	T
Glyma.13G326100	T
Glyma.09G027500	T
Glyma.09G027600	T
Glyma.09G027700	T
Glyma.05G196400	T
Glyma.09G027900	T
Glyma.07G095100	T
Glyma.07G095200	T
Glyma.07G095400	T
Glyma.07G095500	T
Glyma.18G025100	T
Glyma.13G330200	T
Glyma.01G175000	T
Glyma.11G152200	T
Glyma.09G181960	T
Glyma.09G182200	T
Glyma.18G026700	T
Glyma.18G026800	T
Glyma.06G312000	T
Glyma.06G312600	T
Glyma.20G194400	T
Glyma.04G066700	T
Glyma.13G224500	T
Glyma.13G136700	T
Glyma.17G169300	T
Glyma.19G115800	T
Glyma.01G179000	T
Glyma.19G220300	T
Glyma.02G286000	T
Glyma.08G055700	T
Glyma.16G065600	T
Glyma.13G335700	T
Glyma.19G152300	T
Glyma.13G336300	T
Glyma.13G139800	T
Glyma.14G074700	T
Glyma.02G288600	T
Glyma.07G103500	T
Glyma.10G144200	T
Glyma.10G252700	T
Glyma.10G252800	T
Glyma.01G182400	T
Glyma.02G289800	T
Glyma.10G253200	T
Glyma.11G196800	T
Glyma.13G144400	T
Glyma.13G341100	T
Glyma.12G007000	T
Glyma.07G108200	T
Glyma.05G207400	T
Glyma.13G032000	T
Glyma.02G059700	T
Glyma.18G037600	T
Glyma.13G032600	T
Glyma.20G246600	T
Glyma.07G039700	T
Glyma.13G033000	T
Glyma.02G061700	T
Glyma.13G032800	T
Glyma.13G033300	T
Glyma.18G073600	T
Glyma.14G011500	T
Glyma.13G033800	T
Glyma.13G033900	T
Glyma.06G175100	T
Glyma.13G073900	T
Glyma.13G034500	T
Glyma.15G106400	T
Glyma.07G117400	T
Glyma.02G182200	T
Glyma.17G074101	T
Glyma.09G050300	T
Glyma.09G099900	T
Glyma.12G188100	T
Glyma.08G176200	T
Glyma.13G036300	T
Glyma.03G167500	T
Glyma.07G046800	T
Glyma.08G066000	T
Glyma.09G055700	T
Glyma.09G055900	T
Glyma.09G056000	T
Glyma.07G004600	T
Glyma.02G302600	T
Glyma.01G197600	T
Glyma.13G039700	T
Glyma.13G039900	T
Glyma.01G197800	T
Glyma.13G352900	T
Glyma.18G046200	T
Glyma.18G046300	T
Glyma.20G220400	T
Glyma.07G009800	T
Glyma.18G046600	T
Glyma.04G088800	T
Glyma.05G220600	T
Glyma.13G248400	T
Glyma.18G198800	T
Glyma.U031424	T
Glyma.05G221000	T
Glyma.06G081800	T
Glyma.01G203500	T
Glyma.18G199600	T
Glyma.16G201200	T
Glyma.20G225800	T
Glyma.11G176301	T
Glyma.03G138400	T
Glyma.07G130700	T
Glyma.10G271200	T
Glyma.17G087000	T
Glyma.16G203300	T
Glyma.13G159400	T
Glyma.01G206400	T
Glyma.01G206500	T
Glyma.17G088000	T
Glyma.11G179200	T
Glyma.03G141600	T
Glyma.14G100600	T
Glyma.14G100700	T
Glyma.14G100766	T
Glyma.13G050200	T
Glyma.20G231000	T
Glyma.03G002900	T
Glyma.20G232100	T
Glyma.03G003100	T
Glyma.03G003300	T
Glyma.09G069900	T
Glyma.13G255500	T
Glyma.12G163062	T
Glyma.15G258400	T
Glyma.09G216100	T
Glyma.16G210100	T
Glyma.01G211900	T
Glyma.16G210500	T
Glyma.08G197800	T
Glyma.13G369100	T
Glyma.13G053600	T
Glyma.01G213600	T
Glyma.09G217500	T
Glyma.13G054200	T
Glyma.13G054300	T
Glyma.13G054400	T
Glyma.06G090800	T
Glyma.19G149700	T
Glyma.06G017600	T
Glyma.09G081800	T
Glyma.13G056200	T
Glyma.09G255700	T
Glyma.15G130900	T
Glyma.07G069000	T
Glyma.03G008800	T
Glyma.10G177300	T
Glyma.11G054800	T
Glyma.01G218800	T
Glyma.14G116500	T
Glyma.09G226300	T
Glyma.14G001300	T
Glyma.03G011000	T
Glyma.08G090000	T
Glyma.14G002400	T
Glyma.05G237100	T
Glyma.04G115700	T
Glyma.07G147800	T
Glyma.08G092200	T
Glyma.03G065100	T
Glyma.11G230400	T
Glyma.07G035500	T
Glyma.08G093100	T
Glyma.13G067101	T
Glyma.09G230300	T
Glyma.01G224000	T
Glyma.20G245600	T
Glyma.18G219200	T
Glyma.08G094400	T
Glyma.08G094800	T
Glyma.09G191300	T
Glyma.08G061000	T
Glyma.04G126000	T
Glyma.04G127100	T
Glyma.20G139700	T
Glyma.07G041200	T
Glyma.09G149800	T
Glyma.11G063100	T
Glyma.15G181400	T
Glyma.09G097500	T
Glyma.10G057600	T
Glyma.12G010500	T
Glyma.14G048100	T
Glyma.18G116800	T
Glyma.10G295700	T
Glyma.09G099200	T
Glyma.11G204766	T
Glyma.03G023700	T
Glyma.20G173600	T
Glyma.10G261600	T
Glyma.11G205300	T
Glyma.11G205400	T
Glyma.07G155800	T
Glyma.04G230500	T
Glyma.11G206300	T
Glyma.05G247300	T
Glyma.13G181400	T
Glyma.07G047200	T
Glyma.U027100	T
Glyma.11G207500	T
Glyma.17G112100	T
Glyma.09G109100	T
Glyma.U031127	T
Glyma.09G241500	T
Glyma.09G110500	T
Glyma.09G110700	T
Glyma.14G137700	T
Glyma.02G037200	T
Glyma.16G009900	T
Glyma.19G170500	T
Glyma.11G036700	T
Glyma.11G213100	T
Glyma.09G115300	T
Glyma.03G034200	T
Glyma.19G098600	T
Glyma.09G116300	T
Glyma.15G161500	T
Glyma.01G240800	T
Glyma.01G240900	T
Glyma.01G241000	T
Glyma.15G161900	T
Glyma.14G025200	T
Glyma.04G149800	T
Glyma.13G187600	T
Glyma.08G014100	T
Glyma.U032605	T
Glyma.13G189000	T
Glyma.14G026300	T
Glyma.09G246600	T
Glyma.05G024000	T
Glyma.02G000400	T
Glyma.13G093700	T
Glyma.14G029000	T
Glyma.04G017200	T
Glyma.19G178400	T
Glyma.06G261200	T
Glyma.06G117900	T
Glyma.02G244400	T
Glyma.06G119200	T
Glyma.06G012700	T
Glyma.08G116600	T
Glyma.06G012800	T
Glyma.08G117000	T
Glyma.15G169000	T
Glyma.19G181200	T
Glyma.03G049300	T
Glyma.14G158600	T
Glyma.15G170000	T
Glyma.14G033500	T
Glyma.19G183000	T
Glyma.13G289900	T
Glyma.03G051100	T
Glyma.02G008500	T
Glyma.06G124700	T
Glyma.04G026700	T
Glyma.09G253200	T
Glyma.14G206300	T
Glyma.06G057300	T
Glyma.17G096500	T
Glyma.08G123500	T
Glyma.15G218200	T
Glyma.16G064800	T
Glyma.13G102200	T
Glyma.12G002400	T
Glyma.20G035400	T
Glyma.19G188900	T
Glyma.19G152200	T
Glyma.10G218800	T
Glyma.07G192200	T
Glyma.07G070300	T
Glyma.13G296200	T
Glyma.19G190200	T
Glyma.08G127400	T
Glyma.09G259100	T
Glyma.17G261800	T
Glyma.08G248900	T
Glyma.08G249200	T
Glyma.02G019800	T
Glyma.12G006300	T
Glyma.10G048800	T
Glyma.18G107600	T
Glyma.11G230600	T
Glyma.17G135000	T
Glyma.18G249900	T
Glyma.02G021700	T
Glyma.03G068600	T
Glyma.18G250900	T
Glyma.03G069300	T
Glyma.13G303800	T
Glyma.13G174800	T
Glyma.13G174900	T
Glyma.13G234800	T
Glyma.11G233500	T
Glyma.03G228800	T
Glyma.18G219900	T
Glyma.18G181500	T
Glyma.08G213200	T
Glyma.11G063200	T
Glyma.09G150500	T
Glyma.07G201700	T
Glyma.04G041400	T
Glyma.20G140500	T
Glyma.18G185400	T
Glyma.17G039800	T
Glyma.18G254400	T
Glyma.06G035000	T
Glyma.18G254500	T
Glyma.13G150000	T
Glyma.03G166300	T
Glyma.02G183500	T
Glyma.13G241200	T
Glyma.18G042200	T
Glyma.15G000700	T
Glyma.18G043500	T
Glyma.18G123800	T
Glyma.07G082600	T
Glyma.02G035300	T
Glyma.10G231500	T
Glyma.04G194450	T
Glyma.18G257800	T
Glyma.18G011000	T
Glyma.19G088300	T
Glyma.06G292100	T
Glyma.09G199700	T
Glyma.09G160600	T
Glyma.06G078000	T
Glyma.08G180800	T
Glyma.10G233500	T
Glyma.09G273300	T
Glyma.09G202300	T
Glyma.18G198000	T
Glyma.06G043200	T
Glyma.09G275100	T
Glyma.13G248500	T
Glyma.02G196000	T
Glyma.18G199000	T
Glyma.07G011300	T
Glyma.17G048900	T
Glyma.06G190000	T
Glyma.14G060300	T
Glyma.14G060400	T
