ko	Genes
K00967	Glyma.05G221700
K14488	Glyma.05G221900
K18677	Glyma.05G222000
K01489	Glyma.05G222300
K05933	Glyma.05G222400
K14213	Glyma.05G222900
K01762	Glyma.05G223000
K02140	Glyma.05G223100
K00588	Glyma.05G223400
K02957	Glyma.05G223500
K02910	Glyma.05G223800
K01893	Glyma.05G224000
K12194	Glyma.05G224200
K09422	Glyma.05G224300
K00469	Glyma.05G224500
K00850	Glyma.05G224900
K01412	Glyma.05G225000
K13989	Glyma.05G225500
K05759	Glyma.05G225600
K05759	Glyma.05G225700
K01051	Glyma.05G226000
K03327	Glyma.05G226400
K00844	Glyma.05G226600
K15463	Glyma.05G227000
K14497	Glyma.05G227100
K00029	Glyma.05G227400
K17550	Glyma.05G227700
K09286	Glyma.05G228100
K01759	Glyma.05G228500
K08235	Glyma.05G228850
K14484	Glyma.05G229300
K18914	Glyma.05G229400
K14638	Glyma.05G229700
K08817	Glyma.05G229800
K10418	Glyma.05G230400
K03100	Glyma.05G230600
K17710	Glyma.05G230700
K11816	Glyma.05G231100
K12355	Glyma.05G231800
K12355	Glyma.05G231900
K05605	Glyma.05G232600
K01056	Glyma.05G233000
K10406	Glyma.05G233900
K09422	Glyma.05G234600
K13119	Glyma.05G234700
K02958	Glyma.05G234800
K01892	Glyma.05G234900
K10704	Glyma.05G235000
K14011	Glyma.05G235400
K13464	Glyma.05G235500
K10418	Glyma.05G235900
K01940	Glyma.05G236000
K01876	Glyma.05G236700
K01051	Glyma.05G236800
K01051	Glyma.05G236900
K01835	Glyma.05G237000
K12396	Glyma.05G237400
K16276	Glyma.05G237500
K11866	Glyma.05G237800
K02993	Glyma.05G238000
K07766	Glyma.05G238100
K13448	Glyma.05G238400
K14016	Glyma.05G238500
K15305	Glyma.05G238700
K14312	Glyma.05G238800
K02981	Glyma.05G239000
K12116	Glyma.05G239400
K14491	Glyma.05G239500
K14491	Glyma.05G239800
K10845	Glyma.05G239900
K02434	Glyma.05G240000
K00432	Glyma.05G240100
K09419	Glyma.05G240500
K00133	Glyma.05G240700
K11096	Glyma.05G240800
K11518	Glyma.05G241100
K02960	Glyma.05G241200
K12879	Glyma.05G241400
K03032	Glyma.05G241500
K14489	Glyma.05G241600
K02563	Glyma.05G242000
K09496	Glyma.05G242700
K14442	Glyma.05G242800
K02202	Glyma.05G243000
K03267	Glyma.05G243400
K12861	Glyma.05G243600
K13336	Glyma.05G243700
K14753	Glyma.05G243800
K04371	Glyma.05G244600
K07905	Glyma.05G244700
K07904	Glyma.05G244700
K03252	Glyma.05G245100
K13448	Glyma.05G245600
K07375	Glyma.05G246100
K05863	Glyma.05G246200
K05929	Glyma.05G246500
K14026	Glyma.05G246700
K07766	Glyma.05G247400
K14379	Glyma.05G247800
K14379	Glyma.05G247900
K09338	Glyma.05G248800
K06067	Glyma.06G000100
K00726	Glyma.06G000300
K05868	Glyma.06G000600
K01872	Glyma.06G001100
K02906	Glyma.06G001800
K00963	Glyma.06G001900
K08472	Glyma.06G002000
K10756	Glyma.06G002200
K10753	Glyma.06G002300
K13179	Glyma.06G002600
K01845	Glyma.06G002900
K18460	Glyma.06G003000
K19042	Glyma.06G003500
K10590	Glyma.06G003600
K09422	Glyma.06G003800
K05765	Glyma.06G003900
K13946	Glyma.06G004500
K01802	Glyma.06G005100
K01244	Glyma.06G005600
K01244	Glyma.06G005700
K14488	Glyma.06G006000
K14488	Glyma.06G006400
K14488	Glyma.06G006500
K14488	Glyma.06G006700
K14488	Glyma.06G006800
K14488	Glyma.06G007100
K02834	Glyma.06G007300
K02155	Glyma.06G007400
K01583	Glyma.06G007500
K14016	Glyma.06G007602
K19033	Glyma.06G007700
K03965	Glyma.06G007900
K11498	Glyma.06G008000
K01179	Glyma.06G008200
K09250	Glyma.06G008500
K11498	Glyma.06G009000
K03064	Glyma.06G009700
K13998	Glyma.06G010600
K02975	Glyma.06G011000
K00975	Glyma.06G011700
K15397	Glyma.06G012500
K04536	Glyma.06G013000
K17267	Glyma.06G013100
K07541	Glyma.06G013600
K13464	Glyma.06G013700
K11649	Glyma.06G014400
K16290	Glyma.06G014700
K16290	Glyma.06G014800
K12666	Glyma.06G015400
K08472	Glyma.06G015500
K18932	Glyma.06G015600
K08472	Glyma.06G015700
K05298	Glyma.06G015900
K05387	Glyma.06G016000
K14803	Glyma.06G016100
K05894	Glyma.06G016900
K11723	Glyma.06G017300
K04733	Glyma.06G017600
K12385	Glyma.06G017700
K03781	Glyma.06G017900
K14799	Glyma.06G018400
K03798	Glyma.06G019400
K01581	Glyma.06G020300
K02638	Glyma.06G020400
K01115	Glyma.06G020500
K08242	Glyma.06G020700
K00472	Glyma.06G021000
K17609	Glyma.06G021200
K19037	Glyma.06G021400
K03033	Glyma.06G021600
K18757	Glyma.06G022100
K04392	Glyma.06G023300
K10401	Glyma.06G023500
K07375	Glyma.06G024100
K06620	Glyma.06G024900
K17338	Glyma.06G025000
K06966	Glyma.06G025200
K14488	Glyma.06G025300
K14488	Glyma.06G025500
K17434	Glyma.06G025600
K11498	Glyma.06G026700
K11674	Glyma.06G027100
K09264	Glyma.06G027200
K06269	Glyma.06G027300
K02154	Glyma.06G027600
K01373	Glyma.06G027700
K03139	Glyma.06G027900
K03671	Glyma.06G028600
K00279	Glyma.06G028900
K07056	Glyma.06G029000
K03064	Glyma.06G029400
K04371	Glyma.06G029700
K10572	Glyma.06G030100
K00975	Glyma.06G030400
K19355	Glyma.06G030500
K00611	Glyma.06G030600
K01247	Glyma.06G031700
K16302	Glyma.06G032200
K01810	Glyma.06G032500
K13510	Glyma.06G033800
K14503	Glyma.06G034000
K01404	Glyma.06G034400
K10666	Glyma.06G034500
K13448	Glyma.06G034700
K07441	Glyma.06G034800
K03100	Glyma.06G036100
K14638	Glyma.06G036200
K13963	Glyma.06G036300
K16572	Glyma.06G036500
K15891	Glyma.06G038700
K14499	Glyma.06G039100
K15728	Glyma.06G039200
K08911	Glyma.06G039700
K18588	Glyma.06G040100
K14432	Glyma.06G040400
K13174	Glyma.06G040600
K09419	Glyma.06G040900
K10635	Glyma.06G041000
K13126	Glyma.06G041700
K09286	Glyma.06G042100
K10395	Glyma.06G042400
K14505	Glyma.06G042900
K13051	Glyma.06G043000
K11339	Glyma.06G043300
K14495	Glyma.06G043400
K04508	Glyma.06G043800
K06627	Glyma.06G043900
K12347	Glyma.06G044200
K18477	Glyma.06G045000
K03129	Glyma.06G045200
K00759	Glyma.06G045500
K18667	Glyma.06G045600
K01537	Glyma.06G046000
K18811	Glyma.06G046200
K10570	Glyma.06G046400
K06883	Glyma.06G046900
K09377	Glyma.06G047000
K14611	Glyma.06G047100
K07297	Glyma.06G047200
K16296	Glyma.06G047400
K06129	Glyma.06G047700
K14411	Glyma.06G049000
K09285	Glyma.06G049200
K00511	Glyma.06G049500
K01762	Glyma.06G049900
K09422	Glyma.06G050000
K00826	Glyma.06G050100
K01369	Glyma.06G050700
K14291	Glyma.06G050800
K01772	Glyma.06G051100
K13210	Glyma.06G051200
K03940	Glyma.06G051400
K14496	Glyma.06G051800
K14709	Glyma.06G052000
K00281	Glyma.06G052100
K05863	Glyma.06G052500
K03676	Glyma.06G052600
K15084	Glyma.06G052900
K06966	Glyma.06G053000
K03257	Glyma.06G053200
K17968	Glyma.06G053600
K08776	Glyma.06G053800
K14497	Glyma.06G054000
K15264	Glyma.06G054600
K13993	Glyma.06G054700
K15121	Glyma.06G054800
K13566	Glyma.06G055100
K02221	Glyma.06G056200
K01533	Glyma.06G056300
K10357	Glyma.06G056500
K01179	Glyma.06G056700
K01179	Glyma.06G056900
K04640	Glyma.06G057000
K14686	Glyma.06G057400
K11592	Glyma.06G058000
K07748	Glyma.06G058200
K15340	Glyma.06G058300
K15397	Glyma.06G058500
K11855	Glyma.06G059000
K17506	Glyma.06G059700
K08869	Glyma.06G059800
K00430	Glyma.06G060100
K17278	Glyma.06G060400
K17499	Glyma.06G060800
K12592	Glyma.06G061100
K17086	Glyma.06G061300
K16860	Glyma.06G061500
K16252	Glyma.06G061600
K01850	Glyma.06G061700
K03130	Glyma.06G062300
K12581	Glyma.06G063300
K11643	Glyma.06G063400
K14491	Glyma.06G063500
K02924	Glyma.06G064100
K02924	Glyma.06G064200
K04733	Glyma.06G064400
K14611	Glyma.06G064700
K14502	Glyma.06G064800
K10999	Glyma.06G065000
K07192	Glyma.06G065600
K01883	Glyma.06G066300
K15289	Glyma.06G066500
K00759	Glyma.06G067200
K02109	Glyma.06G067400
K15281	Glyma.06G067600
K00434	Glyma.06G068200
K01115	Glyma.06G068600
K01115	Glyma.06G068700
K11699	Glyma.06G068900
K12812	Glyma.06G069200
K10999	Glyma.06G069600
K06130	Glyma.06G070100
K09566	Glyma.06G070300
K07936	Glyma.06G070500
K07936	Glyma.06G070600
K07936	Glyma.06G070700
K01662	Glyma.06G071300
K11251	Glyma.06G071500
K14803	Glyma.06G071900
K11816	Glyma.06G072100
K04124	Glyma.06G072600
K06627	Glyma.06G072900
K11584	Glyma.06G073000
K09510	Glyma.06G073300
K08490	Glyma.06G073900
K08490	Glyma.06G074000
K10144	Glyma.06G074300
K19027	Glyma.06G074700
K00930	Glyma.06G074900
K11789	Glyma.06G075000
K02516	Glyma.06G075300
K11858	Glyma.06G075500
K09613	Glyma.06G076000
K01535	Glyma.06G076100
K11507	Glyma.06G076400
K05391	Glyma.06G077300
K05391	Glyma.06G077600
K15281	Glyma.06G077800
K13201	Glyma.06G077900
K17609	Glyma.06G078100
K02738	Glyma.06G078500
K14488	Glyma.06G079200
K03036	Glyma.06G079600
K03439	Glyma.06G080300
K08287	Glyma.06G080600
K11816	Glyma.06G081300
K02988	Glyma.06G081400
K03978	Glyma.06G081500
K04730	Glyma.06G081800
K09595	Glyma.06G081900
K11090	Glyma.06G082200
K09420	Glyma.06G082300
K14454	Glyma.06G082400
K15029	Glyma.06G082500
K18482	Glyma.06G082700
K10689	Glyma.06G082900
K09834	Glyma.06G084100
K09873	Glyma.06G084600
K10664	Glyma.06G084800
K11159	Glyma.06G085000
K09286	Glyma.06G085700
K17913	Glyma.06G085800
K04794	Glyma.06G086200
K09338	Glyma.06G086600
K00029	Glyma.06G087800
K11793	Glyma.06G087900
K01867	Glyma.06G088000
K14490	Glyma.06G088100
K14376	Glyma.06G088500
K00850	Glyma.06G088600
K08850	Glyma.06G088800
K17613	Glyma.06G088900
K19035	Glyma.06G089700
K00913	Glyma.06G089800
K13162	Glyma.06G090100
K07374	Glyma.06G090500
K03327	Glyma.06G091100
K06100	Glyma.06G091300
K12165	Glyma.06G091400
K01610	Glyma.06G091500
K02492	Glyma.06G091600
K18195	Glyma.06G092800
K18195	Glyma.06G092900
K01810	Glyma.06G094300
K06630	Glyma.06G094400
K03926	Glyma.06G094500
K18810	Glyma.06G094600
K11807	Glyma.06G094900
K16052	Glyma.06G096000
K00914	Glyma.06G096300
K03007	Glyma.06G096400
K01755	Glyma.06G096700
K00327	Glyma.06G097200
K14050	Glyma.06G097500
K14765	Glyma.06G098500
K10592	Glyma.06G098700
K08505	Glyma.06G098800
K10664	Glyma.06G099800
K01214	Glyma.06G100600
K00773	Glyma.06G100700
K06630	Glyma.06G101500
K01626	Glyma.06G101700
K17506	Glyma.06G103100
K12118	Glyma.06G103200
K09422	Glyma.06G103300
K03327	Glyma.06G103400
K14684	Glyma.06G103600
K09527	Glyma.06G104600
K01087	Glyma.06G104800
K09286	Glyma.06G105000
K01834	Glyma.06G105600
K11262	Glyma.06G105900
K03650	Glyma.06G106000
K17470	Glyma.06G106100
K17469	Glyma.06G106200
K10770	Glyma.06G107100
K14431	Glyma.06G107300
K01922	Glyma.06G107500
K00600	Glyma.06G107800
K13414	Glyma.06G108900
K10534	Glyma.06G109200
K02952	Glyma.06G109300
K00889	Glyma.06G109400
K01942	Glyma.06G109600
K08866	Glyma.06G109800
K12162	Glyma.06G110100
K13946	Glyma.06G110200
K05278	Glyma.06G110600
K03143	Glyma.06G112400
K01897	Glyma.06G112900
K03542	Glyma.06G113200
K13600	Glyma.06G113500
K02984	Glyma.06G113700
K10756	Glyma.06G114100
K00128	Glyma.06G114300
K00434	Glyma.06G114400
K09580	Glyma.06G114800
K14492	Glyma.06G114900
K14664	Glyma.06G115100
K10295	Glyma.06G115200
K10523	Glyma.06G115300
K03660	Glyma.06G115500
K11649	Glyma.06G115600
K11877	Glyma.06G115700
K10755	Glyma.06G116000
K06627	Glyma.06G116100
K03100	Glyma.06G116300
K03070	Glyma.06G116900
K05933	Glyma.06G117200
K00858	Glyma.06G117300
K09264	Glyma.06G117600
K11423	Glyma.06G117700
K12447	Glyma.06G118100
K10523	Glyma.06G118200
K00660	Glyma.06G118550
K14496	Glyma.06G118700
K11649	Glyma.06G120200
K00166	Glyma.06G120300
K04730	Glyma.06G120400
K03875	Glyma.06G120600
K11816	Glyma.06G120700
K09422	Glyma.06G121200
K03671	Glyma.06G121400
K15382	Glyma.06G122200
K15172	Glyma.06G122500
K18857	Glyma.06G122600
K16297	Glyma.06G122800
K12479	Glyma.06G123000
K06689	Glyma.06G124900
K15119	Glyma.06G125200
K03093	Glyma.06G125700
K15382	Glyma.06G125800
K14948	Glyma.06G125951
K08955	Glyma.06G126000
K14496	Glyma.06G126100
K01087	Glyma.06G126300
K05391	Glyma.06G126600
K00797	Glyma.06G126700
K00565	Glyma.06G127000
K00938	Glyma.06G127200
K00264	Glyma.06G127400
K12827	Glyma.06G127500
K01278	Glyma.06G128600
K06268	Glyma.06G128700
K04506	Glyma.06G129000
K03544	Glyma.06G129100
K00703	Glyma.06G129400
K13162	Glyma.06G130700
K14293	Glyma.06G131100
K07575	Glyma.06G132000
K08900	Glyma.06G132700
K01057	Glyma.06G133500
K02927	Glyma.06G133600
K05275	Glyma.06G133700
K09338	Glyma.06G133800
K14488	Glyma.06G134000
K13993	Glyma.06G134900
K12890	Glyma.06G135500
K02942	Glyma.06G135800
K12130	Glyma.06G136600
K11805	Glyma.06G136900
K13066	Glyma.06G137100
K05279	Glyma.06G137100
K13066	Glyma.06G137200
K13066	Glyma.06G137300
K05279	Glyma.06G137300
K03626	Glyma.06G137700
K03626	Glyma.06G137800
K02940	Glyma.06G138400
K02940	Glyma.06G138600
K02940	Glyma.06G138700
K05658	Glyma.06G139500
K02866	Glyma.06G140900
K15025	Glyma.06G141500
K03145	Glyma.06G141700
K14492	Glyma.06G142300
K15437	Glyma.06G142400
K19040	Glyma.06G143100
K12585	Glyma.06G143500
K03549	Glyma.06G143800
K07407	Glyma.06G144100
K00555	Glyma.06G144200
K02976	Glyma.06G144400
K04564	Glyma.06G144500
K15285	Glyma.06G144600
K15285	Glyma.06G144700
K14638	Glyma.06G145200
K00430	Glyma.06G145300
K12169	Glyma.06G145900
K00705	Glyma.06G146400
K13415	Glyma.06G147600
K15285	Glyma.06G147800
K08819	Glyma.06G147900
K03035	Glyma.06G148300
K10807	Glyma.06G148500
K13091	Glyma.06G148700
K01956	Glyma.06G150000
K10355	Glyma.06G150100
K02701	Glyma.06G150300
K19040	Glyma.06G150400
K09131	Glyma.06G150900
K08867	Glyma.06G151000
K02879	Glyma.06G151700
K11816	Glyma.06G152700
K00888	Glyma.06G152800
K15340	Glyma.06G153300
K15356	Glyma.06G153600
K07910	Glyma.06G154000
K13754	Glyma.06G155200
K02327	Glyma.06G155300
K03165	Glyma.06G155600
K05906	Glyma.06G155750
K12195	Glyma.06G155800
K11414	Glyma.06G156000
K11097	Glyma.06G157100
K13993	Glyma.06G157800
K14488	Glyma.06G158700
K13173	Glyma.06G158900
K03596	Glyma.06G159400
K00889	Glyma.06G159500
K01772	Glyma.06G159900
K14498	Glyma.06G160100
K09422	Glyma.06G160500
K14950	Glyma.06G160800
K13412	Glyma.06G161200
K03696	Glyma.06G162200
K13447	Glyma.06G162300
K15979	Glyma.06G162500
K08054	Glyma.06G162600
K14684	Glyma.06G162700
K11511	Glyma.06G164400
K01191	Glyma.06G164500
K06634	Glyma.06G164600
K14563	Glyma.06G164800
K03696	Glyma.06G165200
K16297	Glyma.06G165400
K08819	Glyma.06G166200
K04649	Glyma.06G166300
K17780	Glyma.06G166600
K16675	Glyma.06G166700
K15382	Glyma.06G166800
K15382	Glyma.06G166900
K15382	Glyma.06G167000
K15400	Glyma.06G167600
K17046	Glyma.06G167700
K17279	Glyma.06G167900
K10781	Glyma.06G168000
K10781	Glyma.06G168100
K01114	Glyma.06G169100
K01652	Glyma.06G169700
K13151	Glyma.06G170500
K11650	Glyma.06G170800
K03232	Glyma.06G170900
K13448	Glyma.06G171150
K02737	Glyma.06G171200
K08246	Glyma.06G171500
K01267	Glyma.06G172000
K15901	Glyma.06G172100
K00134	Glyma.06G172551
K00134	Glyma.06G172600
K00134	Glyma.06G172700
K07739	Glyma.06G173000
K06901	Glyma.06G173300
K11000	Glyma.06G173500
K01728	Glyma.06G174700
K16292	Glyma.06G174800
K11294	Glyma.06G175400
K16280	Glyma.06G175700
K08287	Glyma.06G175900
K01517	Glyma.06G176400
K01517	Glyma.06G176500
K08867	Glyma.06G176800
K02358	Glyma.06G176900
K00558	Glyma.06G178200
K02900	Glyma.06G178300
K00276	Glyma.06G178400
K09422	Glyma.06G178600
K16903	Glyma.06G179000
K06617	Glyma.06G179200
K13525	Glyma.06G180000
K06195	Glyma.06G181500
K15283	Glyma.06G181600
K09422	Glyma.06G181800
K09680	Glyma.06G182100
K13343	Glyma.06G182600
K01673	Glyma.06G182700
K16284	Glyma.06G183300
K10881	Glyma.06G183700
K00128	Glyma.06G183900
K05391	Glyma.06G184000
K00797	Glyma.06G184100
K16055	Glyma.06G184200
K04392	Glyma.06G184500
K14611	Glyma.06G184800
K09377	Glyma.06G185000
K05954	Glyma.06G185500
K03946	Glyma.06G185600
K01205	Glyma.06G186000
K00130	Glyma.06G186300
K00966	Glyma.06G186400
K09391	Glyma.06G186800
K14492	Glyma.06G187000
K18875	Glyma.06G187200
K18875	Glyma.06G187300
K18875	Glyma.06G187400
K01934	Glyma.06G188000
K09422	Glyma.06G188400
K13412	Glyma.06G189600
K09510	Glyma.06G189700
K01535	Glyma.06G189900
K15040	Glyma.06G190400
K10573	Glyma.06G190900
K01785	Glyma.06G191500
K17805	Glyma.06G192000
K17428	Glyma.06G192200
K02997	Glyma.06G192500
K10436	Glyma.06G192600
K17279	Glyma.06G192700
K11290	Glyma.06G193200
K00799	Glyma.06G193500
K09422	Glyma.06G193600
K08910	Glyma.06G194900
K09422	Glyma.06G195600
K09579	Glyma.06G195800
K13681	Glyma.06G195900
K12127	Glyma.06G196200
K08493	Glyma.06G196300
K01530	Glyma.06G196400
K03263	Glyma.06G197300
K16904	Glyma.06G197800
K18813	Glyma.06G198800
K07964	Glyma.06G200000
K18211	Glyma.06G200100
K15382	Glyma.06G200800
K12813	Glyma.06G201700
K15177	Glyma.06G202100
K03695	Glyma.06G202200
K05280	Glyma.06G202300
K18663	Glyma.06G202500
K02136	Glyma.06G203200
K01079	Glyma.06G203300
K01886	Glyma.06G203400
K12741	Glyma.06G203800
K07195	Glyma.06G203900
K14406	Glyma.06G205000
K13379	Glyma.06G205600
K09264	Glyma.06G205800
K13648	Glyma.06G205900
K11274	Glyma.06G206800
K01213	Glyma.06G207300
K02889	Glyma.06G207400
K10712	Glyma.06G208100
K01689	Glyma.06G208200
K13448	Glyma.06G208800
K01530	Glyma.06G208900
K13179	Glyma.06G209400
K03680	Glyma.06G209700
K03136	Glyma.06G210400
K10781	Glyma.06G211300
K12193	Glyma.06G211400
K18404	Glyma.06G211500
K10365	Glyma.06G212500
K14494	Glyma.06G213100
K11593	Glyma.06G213300
K15397	Glyma.06G214800
K11251	Glyma.06G214900
K15639	Glyma.06G215200
K11434	Glyma.06G215400
K11111	Glyma.06G216400
K03426	Glyma.06G216700
K00894	Glyma.06G216800
K09518	Glyma.06G217000
K05290	Glyma.06G217200
K10908	Glyma.06G217400
K08059	Glyma.06G218000
K01092	Glyma.06G218300
K15281	Glyma.06G218500
K17086	Glyma.06G218900
K06693	Glyma.06G219200
K06693	Glyma.06G219400
K01246	Glyma.06G219600
K00655	Glyma.06G220300
K13431	Glyma.06G220500
K00430	Glyma.06G221700
K14310	Glyma.06G222100
K14207	Glyma.06G222400
K07119	Glyma.06G222500
K00771	Glyma.06G222700
K03255	Glyma.06G223500
K07297	Glyma.06G223600
K10956	Glyma.06G223700
K05391	Glyma.06G223800
K00901	Glyma.06G223900
K09285	Glyma.06G225200
K10999	Glyma.06G225400
K10999	Glyma.06G225500
K03260	Glyma.06G225700
K10956	Glyma.06G227200
K03353	Glyma.06G228700
K02110	Glyma.06G229000
K08073	Glyma.06G229100
K19041	Glyma.06G229700
K01595	Glyma.06G229900
K10580	Glyma.06G230300
K12741	Glyma.06G231000
K00026	Glyma.06G231500
K05387	Glyma.06G234000
K00451	Glyma.06G234050
K12870	Glyma.06G234100
K15423	Glyma.06G234250
K19041	Glyma.06G234300
K19041	Glyma.06G234451
K00815	Glyma.06G235500
K00815	Glyma.06G235900
K06692	Glyma.06G236100
K02968	Glyma.06G236200
K08838	Glyma.06G238000
K17506	Glyma.06G238200
K02933	Glyma.06G239200
K12356	Glyma.06G239500
K16054	Glyma.06G240100
K07432	Glyma.06G240600
K02260	Glyma.06G242800
K10581	Glyma.06G243300
K14506	Glyma.06G243500
K00979	Glyma.06G245100
K03671	Glyma.06G245200
K15377	Glyma.06G246600
K08472	Glyma.06G246800
K00218	Glyma.06G247100
K01082	Glyma.06G249500
K11450	Glyma.06G250100
K12486	Glyma.06G254000
K02730	Glyma.06G254200
K10357	Glyma.06G254500
K00074	Glyma.06G254700
K00901	Glyma.06G254900
K11836	Glyma.06G255000
K03809	Glyma.06G256200
K03809	Glyma.06G259200
K03809	Glyma.06G259600
K03809	Glyma.06G259900
K03809	Glyma.06G260400
K14487	Glyma.06G260800
K00565	Glyma.06G263000
K01188	Glyma.06G263100
K08202	Glyma.06G263400
K10405	Glyma.06G266500
K03671	Glyma.06G266700
K13648	Glyma.06G266900
K05658	Glyma.06G269300
K03113	Glyma.06G269500
K03113	Glyma.06G269600
K03146	Glyma.06G269700
K03522	Glyma.06G270300
K00422	Glyma.06G270400
K10418	Glyma.06G270500
K08869	Glyma.06G271500
K19025	Glyma.06G271800
K17756	Glyma.06G272200
K02868	Glyma.06G272500
K16292	Glyma.06G272600
K16292	Glyma.06G274100
K02868	Glyma.06G274200
K16055	Glyma.06G275600
K14455	Glyma.06G275700
K14502	Glyma.06G275800
K00430	Glyma.06G275900
K03627	Glyma.06G276200
K03627	Glyma.06G276300
K10712	Glyma.06G276400
K01595	Glyma.06G277500
K02116	Glyma.06G277600
K16292	Glyma.06G278000
K14488	Glyma.06G278400
K14488	Glyma.06G278600
K14488	Glyma.06G278800
K16292	Glyma.06G279100
K14488	Glyma.06G279300
K14488	Glyma.06G279400
K14488	Glyma.06G279600
K16292	Glyma.06G279900
K14488	Glyma.06G280400
K14488	Glyma.06G280500
K14488	Glyma.06G280600
K14488	Glyma.06G280700
K14488	Glyma.06G280800
K14488	Glyma.06G281000
K14488	Glyma.06G281200
K14488	Glyma.06G281300
K14488	Glyma.06G281500
K14488	Glyma.06G281600
K14488	Glyma.06G281700
K14488	Glyma.06G281900
K14488	Glyma.06G282100
K14488	Glyma.06G282200
K14488	Glyma.06G282400
K14488	Glyma.06G282500
K14488	Glyma.06G282600
K14488	Glyma.06G282800
K14488	Glyma.06G282900
K16292	Glyma.06G283000
K19038	Glyma.06G284600
K08288	Glyma.06G285000
K06207	Glyma.06G285200
K07904	Glyma.06G285300
K00232	Glyma.06G285400
K14831	Glyma.06G286100
K08472	Glyma.06G286800
K02939	Glyma.06G288700
K09510	Glyma.06G289000
K03028	Glyma.06G289400
K13348	Glyma.06G289700
K16812	Glyma.06G290300
K10695	Glyma.06G290400
K02178	Glyma.06G290500
K05863	Glyma.06G290600
K01465	Glyma.06G291600
K19355	Glyma.06G292400
K11000	Glyma.06G292500
K10666	Glyma.06G293400
K07052	Glyma.06G293500
K00901	Glyma.06G299200
K09422	Glyma.06G299300
K15014	Glyma.06G299600
K18812	Glyma.06G299700
K09422	Glyma.06G299900
K09422	Glyma.06G300000
K09422	Glyma.06G300100
K09422	Glyma.06G300200
K09422	Glyma.06G300300
K09422	Glyma.06G300400
K14487	Glyma.06G301000
K01637	Glyma.06G303200
K03868	Glyma.06G303600
K09338	Glyma.06G303700
K07976	Glyma.06G304900
K05387	Glyma.06G305000
K03327	Glyma.06G305200
K00236	Glyma.06G305600
K01681	Glyma.06G305700
K04532	Glyma.06G305800
K12951	Glyma.06G305900
K08341	Glyma.06G306300
K09875	Glyma.06G307000
K01061	Glyma.06G307800
K06676	Glyma.06G308100
K10754	Glyma.06G308700
K14156	Glyma.06G309300
K03132	Glyma.06G309800
K13280	Glyma.06G310200
K11271	Glyma.06G310400
K10742	Glyma.06G310500
K13457	Glyma.06G311200
K11292	Glyma.06G312200
K04733	Glyma.06G312700
K18466	Glyma.06G312800
K09422	Glyma.06G312900
K13154	Glyma.06G313200
K01051	Glyma.06G314200
K14432	Glyma.06G314400
K11593	Glyma.06G314500
K17616	Glyma.06G314700
K14802	Glyma.06G315100
K08880	Glyma.06G315300
K14191	Glyma.06G315500
K14961	Glyma.06G315900
K09549	Glyma.06G316000
K11308	Glyma.06G316400
K14191	Glyma.06G316500
K10636	Glyma.06G316600
K10999	Glyma.06G316700
K00652	Glyma.06G316900
K01444	Glyma.06G317300
K02868	Glyma.06G317400
K17080	Glyma.06G317500
K04715	Glyma.06G317600
K13989	Glyma.06G317800
K10268	Glyma.06G318100
K01087	Glyma.06G318400
K01193	Glyma.06G318500
K03327	Glyma.06G318700
K01051	Glyma.06G319000
K01051	Glyma.06G319100
K13342	Glyma.06G320100
K12179	Glyma.06G320400
K02911	Glyma.06G320500
K18835	Glyma.06G320700
K03635	Glyma.06G321300
K08905	Glyma.06G321900
K14945	Glyma.06G322300
K02868	Glyma.06G323000
K00696	Glyma.06G323700
K12837	Glyma.06G324000
K14328	Glyma.06G324500
K07735	Glyma.06G324900
K01061	Glyma.06G325100
K17784	Glyma.06G325200
K00297	Glyma.06G325300
K15601	Glyma.06G325600
K04498	Glyma.07G000400
K15813	Glyma.07G001300
K14488	Glyma.07G001700
K14684	Glyma.07G001800
K03066	Glyma.07G002200
K02145	Glyma.07G002300
K13120	Glyma.07G002500
K10839	Glyma.07G002800
K08835	Glyma.07G002900
K01792	Glyma.07G003000
K13413	Glyma.07G003200
K08248	Glyma.07G003300
K00058	Glyma.07G003400
K02135	Glyma.07G003700
K07195	Glyma.07G004000
K17301	Glyma.07G004100
K07897	Glyma.07G004500
